Area,Element,Item,Year,Unit,Value,Flag Description,Origin
Spain,Import Value,"Whole milk, evaporated",2012,1000 US$,5843.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2013,1000 US$,6731.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2014,1000 US$,5698.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2015,1000 US$,732.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2016,1000 US$,489.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2017,1000 US$,31.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2018,1000 US$,209.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2019,1000 US$,31.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2010,1000 US$,9293.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,11004.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2012,1000 US$,9617.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,14752.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2014,1000 US$,14171.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,13375.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,13070.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,20065.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,21715.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,18391.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,23.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2011,1000 US$,94.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,211652.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,250966.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,235404.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,283803.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,280852.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,203282.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,205740.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,257601.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,270212.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,264244.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,15063.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,17567.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2012,1000 US$,11799.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2013,1000 US$,11370.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2014,1000 US$,12169.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,9204.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,9480.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,16949.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,14565.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,9281.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,25796.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,37993.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,28248.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,31549.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,33459.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,22939.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,18048.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,19194.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,18815.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,19261.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,6966.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,7666.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2012,1000 US$,4202.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,7561.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,7148.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,4207.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,3951.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,7056.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,7444.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,7823.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2010,1000 US$,1814.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,2885.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2012,1000 US$,3152.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2013,1000 US$,1164.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2014,1000 US$,1982.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2015,1000 US$,2160.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2016,1000 US$,2116.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2017,1000 US$,1610.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2018,1000 US$,3016.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2019,1000 US$,2829.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2010,1000 US$,5600.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2011,1000 US$,2456.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2012,1000 US$,3735.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2013,1000 US$,4358.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2014,1000 US$,3043.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2015,1000 US$,2206.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2016,1000 US$,1998.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2017,1000 US$,2184.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2018,1000 US$,2523.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2019,1000 US$,2552.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,34.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,1.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,1.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,2566.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,2394.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,2122.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,2301.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,2825.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,2704.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,3073.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,3126.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,4504.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,7218.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,15.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2014,1000 US$,23.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,5.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,79.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,23.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,7.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2014,1000 US$,1.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2016,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,25.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,34.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,1.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,47.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,576.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,1072.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,7.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2010,1000 US$,6640.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,3532.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2012,1000 US$,4709.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,4056.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2014,1000 US$,4492.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,5568.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,6470.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,11608.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,12781.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,12902.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,16169.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,22732.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,17895.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,17862.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,17184.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,15224.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,24116.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,26791.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,23904.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,28887.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2013,1000 US$,3.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,19.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,38.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,21.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,669.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,130.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,2109.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,4417.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,2439.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,3768.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,4016.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,3234.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,2736.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,4292.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,4269.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,5622.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,462.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,555.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2012,1000 US$,423.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,1471.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,1744.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,2039.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,2072.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,2680.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,2984.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,3377.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2010,1000 US$,0.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,6.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2015,1000 US$,0.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2018,1000 US$,29.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2019,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2010,1000 US$,384.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,1255.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2012,1000 US$,313.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,457.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2014,1000 US$,332.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,415.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,528.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,643.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,1535.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,1888.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,8464.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2011,1000 US$,2787.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,75862.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,100226.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,90122.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,95324.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,118096.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,107404.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,117870.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,138983.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,166044.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,177063.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,227.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,183.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2012,1000 US$,16.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2013,1000 US$,64.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2014,1000 US$,817.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,280.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,169.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,63.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,28.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,117.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,363.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,607.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,731.0,Official figure,Europe
